0 0
10.0198 2048
10.0335 4096
10.0471 6144
10.0608 8192
10.0744 10240
10.0881 12288
10.1017 14336
10.1154 16384
10.129 18432
10.1427 20480
10.1563 22528
10.17 24576
10.1836 26624
10.1973 28672
10.211 30720
10.2246 32768
10.2383 34816
10.2519 36864
10.2656 38912
10.2792 40960
10.2929 43008
10.3065 45056
10.3202 47104
10.3338 49152
10.3475 51200
10.3611 53248
10.3748 55296
10.3885 57344
10.4021 59392
10.4158 61440
10.4294 63488
10.4431 65536
10.4567 67584
10.4704 69632
10.484 71680
10.4977 73728
10.5113 75776
10.525 77824
10.5386 79872
10.5523 81920
10.5659 83968
10.5796 86016
10.5932 88064
10.6069 90112
10.6206 92160
10.6342 94208
10.6479 96256
10.6615 98304
10.6752 100352
10.6888 102400
10.7025 104448
10.7161 106496
10.7298 108544
10.7434 110592
10.7571 112640
10.7707 114688
10.7844 116736
10.798 118784
10.8117 120832
10.8254 122880
10.839 124928
10.8527 126976
10.8663 129024
10.88 131072
10.8936 133120
10.9073 135168
10.9209 137216
10.9346 139264
10.9482 141312
10.9619 143360
10.9755 145408
10.9892 147456
11.0028 149504
11.0165 151552
11.0302 153600
11.0438 155648
11.0575 157696
11.0711 159744
11.0848 161792
11.0984 163840
11.1121 165888
11.1257 167936
11.1394 169984
11.153 172032
11.1667 174080
11.1803 176128
11.194 178176
11.2077 180224
11.2213 182272
11.235 184320
11.2486 186368
11.2623 188416
11.2759 190464
11.2896 192512
11.3032 194560
11.3169 196608
11.3305 198656
11.3442 200704
11.3578 202752
11.3715 204800
11.3851 206848
11.3988 208896
11.4124 210944
11.4261 212992
11.4398 215040
11.4534 217088
11.4671 219136
11.4807 221184
11.4944 223232
11.508 225280
11.5217 227328
11.5353 229376
11.549 231424
11.5626 233472
11.5763 235520
11.5899 237568
11.6036 239616
11.6172 241664
11.6309 243712
11.6446 245760
11.6582 247808
11.6719 249856
11.6855 251904
11.6992 253952
11.7128 256000
11.7265 258048
11.7401 260096
11.7538 262144
11.7674 264192
11.7811 266240
11.7947 268288
11.8084 270336
11.822 272384
11.8357 274432
11.8494 276480
11.863 278528
11.8767 280576
11.8903 282624
11.904 284672
11.9176 286720
11.9313 288768
11.9449 290816
11.9586 292864
11.9722 294912
11.9859 296960
11.9995 299008
12.0132 301056
12.0268 303104
12.0405 305152
12.0542 307200
12.0678 309248
12.0815 311296
12.0951 313344
12.1088 315392
12.1224 317440
12.1361 319488
12.1497 321536
12.1634 323584
12.177 325632
12.1907 327680
12.2043 329728
12.218 331776
12.2316 333824
12.2453 335872
12.259 337920
12.2726 339968
12.2863 342016
12.2999 344064
12.3136 346112
12.3272 348160
12.3409 350208
12.3545 352256
12.3682 354304
12.3818 356352
12.3955 358400
12.4091 360448
12.4228 362496
12.4364 364544
12.4501 366592
12.4638 368640
12.4774 370688
12.4911 372736
12.5047 374784
12.5184 376832
12.532 378880
12.5457 380928
12.5593 382976
12.573 385024
12.5866 387072
12.6003 389120
12.6139 391168
12.6276 393216
12.6412 395264
12.6549 397312
12.6686 399360
12.6822 401408
12.6959 403456
12.7095 405504
12.7232 407552
12.7368 409600
12.7505 411648
12.7641 413696
12.7778 415744
12.7914 417792
12.8051 419840
12.8187 421888
12.8324 423936
12.846 425984
12.8597 428032
12.8734 430080
12.887 432128
12.9007 434176
12.9143 436224
12.928 438272
12.9416 440320
12.9553 442368
12.9689 444416
12.9826 446464
12.9962 448512
13.0099 450560
13.0235 452608
13.0372 454656
13.0508 456704
13.0645 458752
13.0782 460800
13.0918 462848
13.1055 464896
13.1191 466944
13.1328 468992
13.1464 471040
13.1601 473088
13.1737 475136
13.1874 477184
13.201 479232
13.2147 481280
13.2283 483328
13.242 485376
13.2556 487424
13.2693 489472
13.283 491520
13.2966 493568
13.3103 495616
13.3239 497664
13.3376 499712
13.3512 501760
13.3649 503808
13.3785 505856
13.3922 507904
13.4058 509952
13.4195 512000
13.4331 514048
13.4468 516096
13.4605 518144
13.4741 520192
13.4878 522240
13.5014 524288
13.5151 526336
13.5287 528384
13.5424 530432
13.556 532480
13.5697 534528
13.5833 536576
13.597 538624
13.6106 540672
13.6243 542720
13.6379 544768
13.6516 546816
13.6652 548864
13.6789 550912
13.6926 552960
13.7062 555008
13.7199 557056
13.7335 559104
13.7472 561152
13.7608 563200
13.7745 565248
13.7881 567296
13.8018 569344
13.8154 571392
13.8291 573440
13.8427 575488
13.8564 577536
13.87 579584
13.8837 581632
13.8974 583680
13.911 585728
13.9247 587776
13.9383 589824
13.952 591872
13.9656 593920
13.9793 595968
13.9929 598016
14.0066 600064
14.0202 602112
14.0339 604160
14.0475 606208
14.0612 608256
14.0749 610304
14.0885 612352
14.1022 614400
14.1158 616448
14.1295 618496
14.1431 620544
14.1568 622592
14.1704 624640
14.1841 626688
14.1977 628736
14.2114 630784
14.225 632832
14.2387 634880
14.2523 636928
14.266 638976
14.2796 641024
14.2933 643072
14.307 645120
14.3206 647168
14.3343 649216
14.3479 651264
14.3616 653312
14.3752 655360
14.3889 657408
14.4025 659456
14.4162 661504
14.4298 663552
14.4435 665600
14.4571 667648
14.4708 669696
14.4844 671744
14.4981 673792
14.5118 675840
14.5254 677888
14.5391 679936
14.5527 681984
14.5664 684032
14.58 686080
14.5937 688128
14.6073 690176
14.621 692224
14.6346 694272
14.6483 696320
14.6619 698368
14.6756 700416
14.6892 702464
14.7029 704512
14.7166 706560
14.7302 708608
14.7439 710656
14.7575 712704
14.7712 714752
14.7848 716800
14.7985 718848
14.8121 720896
14.8258 722944
14.8394 724992
14.8531 727040
14.8667 729088
14.8804 731136
14.894 733184
14.9077 735232
14.9214 737280
14.935 739328
14.9487 741376
14.9623 743424
14.976 745472
14.9896 747520
15.0033 749568
15.0169 751616
15.0306 753664
15.0442 755712
15.0579 757760
15.0715 759808
15.0852 761856
15.0988 763904
15.1125 765952
15.1262 768000
15.1398 770048
15.1535 772096
15.1671 774144
15.1808 776192
15.1944 778240
15.2081 780288
15.2217 782336
15.2354 784384
15.249 786432
15.2627 788480
15.2763 790528
15.29 792576
15.3036 794624
15.3173 796672
15.331 798720
15.3446 800768
15.3583 802816
15.3719 804864
15.3856 806912
15.3992 808960
15.4129 811008
15.4265 813056
15.4402 815104
15.4538 817152
15.4675 819200
15.4811 821248
15.4948 823296
15.5084 825344
15.5221 827392
15.5358 829440
15.5494 831488
15.5631 833536
15.5767 835584
15.5904 837632
15.604 839680
15.6177 841728
15.6313 843776
15.645 845824
15.6586 847872
15.6723 849920
15.6859 851968
15.6996 854016
15.7132 856064
